,Rank,Order,Family,Genus,Species,BreedRegion,OrigG,SDate,SAuthors,GDate,GAuthors,DateRank,SpG
234,5,ANSERIFORMES,Anatidae,Oxyura,maccoa,AF,False,1838,Eyton,1828,Bonaparte,4,6
235,6,ANSERIFORMES,Anatidae,Oxyura,leucocephala,EU,False,1769,Scopoli,1828,Bonaparte,1,6
236,1,ANSERIFORMES,Anatidae,Biziura,lobata,AU,False,1796,Shaw,1824,Stephens,1,1
237,1,GALLIFORMES,Megapodiidae,Alectura,lathami,AU,True,1831,Gray JE,1824,Latham,1,1
238,1,GALLIFORMES,Megapodiidae,Aepypodius,arfakianus,AU,False,1877,Salvadori,1880,Oustalet,1,2
239,2,GALLIFORMES,Megapodiidae,Aepypodius,bruijnii,AU,False,1880,Oustalet,1880,Oustalet,2,2
240,1,GALLIFORMES,Megapodiidae,Talegalla,cuvieri,AU,True,1828,Lesson R,1828,Lesson R,1,3
241,2,GALLIFORMES,Megapodiidae,Talegalla,fuscirostris,AU,True,1877,Salvadori,1828,Lesson R,3,3
242,3,GALLIFORMES,Megapodiidae,Talegalla,jobiensis,AU,True,1874,Meyer AB,1828,Lesson R,2,3
243,1,GALLIFORMES,Megapodiidae,Leipoa,ocellata,AU,True,1840,Gould,1840,Gould,1,1
244,1,GALLIFORMES,Megapodiidae,Macrocephalon,maleo,AU,True,1846,Müller S,1846,Müller S,1,1
245,1,GALLIFORMES,Megapodiidae,Eulipoa,wallacei,AU,False,1861,Gray GR,1893,Ogilvie-Grant,1,1
246,1,GALLIFORMES,Megapodiidae,Megapodius,pritchardii,PO,True,1864,Gray GR,1823,Gaimard,6,12
247,2,GALLIFORMES,Megapodiidae,Megapodius,laperouse,PO,True,1823,Gaimard,1823,Gaimard,1,12
248,3,GALLIFORMES,Megapodiidae,Megapodius,nicobariensis,OR,True,1846,Blyth,1823,Gaimard,4,12
249,4,GALLIFORMES,Megapodiidae,Megapodius,cumingii,OR,True,1853,Dillwyn,1823,Gaimard,5,12
250,5,GALLIFORMES,Megapodiidae,Megapodius,bernsteinii,AU,True,1866,Schlegel,1823,Gaimard,7,12
251,6,GALLIFORMES,Megapodiidae,Megapodius,tenimberensis,AU,True,1883,Sclater PL,1823,Gaimard,12,12
252,7,GALLIFORMES,Megapodiidae,Megapodius,freycinet,AU,True,1823,Gaimard,1823,Gaimard,1,12
253,8,GALLIFORMES,Megapodiidae,Megapodius,geelvinkianus,AU,True,1874,Meyer AB,1823,Gaimard,9,12
254,9,GALLIFORMES,Megapodiidae,Megapodius,eremita,AU,True,1868,Hartlaub,1823,Gaimard,8,12
255,10,GALLIFORMES,Megapodiidae,Megapodius,layardi,AU,True,1879,Tristram,1823,Gaimard,11,12
256,11,GALLIFORMES,Megapodiidae,Megapodius,decollatus,AU,True,1878,Oustalet,1823,Gaimard,10,12
257,12,GALLIFORMES,Megapodiidae,Megapodius,reinwardt,AU,True,1823,Dumont,1823,Gaimard,1,12
258,1,GALLIFORMES,Cracidae,Ortalis,vetula,NA MA,False,1830,Wagler,1786,Merrem,6,16
259,2,GALLIFORMES,Cracidae,Ortalis,cinereiceps,MA SA,True,1867,Gray GR,1786,Merrem,12,16
260,3,GALLIFORMES,Cracidae,Ortalis,garrula,SA,False,1805,von Humboldt,1786,Merrem,2,16
261,4,GALLIFORMES,Cracidae,Ortalis,ruficauda,SA,True,1847,Jardine,1786,Merrem,11,16
262,5,GALLIFORMES,Cracidae,Ortalis,erythroptera,SA,True,1870,Sclater PL Salvin,1786,Merrem,15,16
263,6,GALLIFORMES,Cracidae,Ortalis,wagleri,MA,True,1867,Gray GR,1786,Merrem,12,16
264,7,GALLIFORMES,Cracidae,Ortalis,poliocephala,MA,False,1830,Wagler,1786,Merrem,6,16
265,8,GALLIFORMES,Cracidae,Ortalis,canicollis,SA,False,1830,Wagler,1786,Merrem,6,16
266,9,GALLIFORMES,Cracidae,Ortalis,leucogastra,MA,False,1843,Gould,1786,Merrem,10,16
267,10,GALLIFORMES,Cracidae,Ortalis,guttata,SA,False,1825,von Spix,1786,Merrem,3,16
268,11,GALLIFORMES,Cracidae,Ortalis,araucuan,SA,False,1825,von Spix,1786,Merrem,3,16
269,12,GALLIFORMES,Cracidae,Ortalis,squamata,SA,True,1829,Lesson R,1786,Merrem,5,16
270,13,GALLIFORMES,Cracidae,Ortalis,columbiana,SA,True,1906,Hellmayr,1786,Merrem,16,16
271,14,GALLIFORMES,Cracidae,Ortalis,motmot,SA,False,1766,Linnaeus,1786,Merrem,1,16
272,15,GALLIFORMES,Cracidae,Ortalis,ruficeps,SA,False,1830,Wagler,1786,Merrem,6,16
273,16,GALLIFORMES,Cracidae,Ortalis,superciliaris,SA,True,1867,Gray GR,1786,Merrem,12,16
274,1,GALLIFORMES,Cracidae,Penelope,argyrotis,SA,False,1856,Bonaparte,1786,Merrem,8,15
275,2,GALLIFORMES,Cracidae,Penelope,barbata,SA,True,1921,Chapman,1786,Merrem,14,15
276,3,GALLIFORMES,Cracidae,Penelope,ortoni,SA,True,1874,Salvin,1786,Merrem,11,15
277,4,GALLIFORMES,Cracidae,Penelope,montagnii,SA,False,1856,Bonaparte,1786,Merrem,8,15
278,5,GALLIFORMES,Cracidae,Penelope,marail,SA,False,1776,Statius Müller PL,1786,Merrem,1,15
279,6,GALLIFORMES,Cracidae,Penelope,superciliaris,SA,True,1815,Temminck,1786,Merrem,2,15
280,7,GALLIFORMES,Cracidae,Penelope,dabbenei,SA,True,1942,Hellmayr Conover,1786,Merrem,15,15
281,8,GALLIFORMES,Cracidae,Penelope,purpurascens,MA SA,True,1830,Wagler,1786,Merrem,6,15
282,9,GALLIFORMES,Cracidae,Penelope,perspicax,SA,True,1911,Bangs,1786,Merrem,13,15
283,10,GALLIFORMES,Cracidae,Penelope,albipennis,SA,True,1878,Taczanowski,1786,Merrem,12,15
284,11,GALLIFORMES,Cracidae,Penelope,jacquacu,SA,True,1825,von Spix,1786,Merrem,4,15
285,12,GALLIFORMES,Cracidae,Penelope,obscura,SA,True,1815,Temminck,1786,Merrem,2,15
286,13,GALLIFORMES,Cracidae,Penelope,pileata,SA,True,1830,Wagler,1786,Merrem,6,15
287,14,GALLIFORMES,Cracidae,Penelope,ochrogaster,SA,True,1870,Pelzeln,1786,Merrem,10,15
288,15,GALLIFORMES,Cracidae,Penelope,jacucaca,SA,True,1825,von Spix,1786,Merrem,4,15
289,1,GALLIFORMES,Cracidae,Pipile,pipile,SA,False,1784,Jacquin,1856,Bonaparte,1,4
290,2,GALLIFORMES,Cracidae,Pipile,cumanensis,SA,False,1784,Jacquin,1856,Bonaparte,1,4
291,3,GALLIFORMES,Cracidae,Pipile,cujubi,SA,False,1858,Pelzeln,1856,Bonaparte,4,4
292,4,GALLIFORMES,Cracidae,Pipile,jacutinga,SA,False,1825,von Spix,1856,Bonaparte,3,4
293,1,GALLIFORMES,Cracidae,Aburria,aburri,SA,False,1828,Lesson R,1853,Reichenbach,1,1
294,1,GALLIFORMES,Cracidae,Chamaepetes,unicolor,MA,True,1867,Salvin,1832,Wagler,2,2
295,2,GALLIFORMES,Cracidae,Chamaepetes,goudotii,SA,False,1828,Lesson R,1832,Wagler,1,2
296,1,GALLIFORMES,Cracidae,Penelopina,nigra,MA,False,1852,Fraser,1861,Reichenbach,1,1
297,1,GALLIFORMES,Cracidae,Oreophasis,derbianus,MA,True,1844,Gray GR,1844,Gray GR,1,1
298,1,GALLIFORMES,Cracidae,Nothocrax,urumutum,SA,False,1825,von Spix,1856,Burmeister,1,1
299,1,GALLIFORMES,Cracidae,Mitu,tomentosum,SA,False,1825,von Spix,1831,Lesson R,2,4
300,2,GALLIFORMES,Cracidae,Mitu,salvini,SA,True,1879,Reinhardt,1831,Lesson R,4,4
301,3,GALLIFORMES,Cracidae,Mitu,tuberosum,SA,False,1825,von Spix,1831,Lesson R,2,4
302,4,GALLIFORMES,Cracidae,Mitu,mitu,SA,False,1766,Linnaeus,1831,Lesson R,1,4
303,1,GALLIFORMES,Cracidae,Pauxi,pauxi,SA,False,1766,Linnaeus,1813,Temminck,1,3
304,2,GALLIFORMES,Cracidae,Pauxi,unicornis,SA,True,1939,Bond Meyer de Schauensee,1813,Temminck,2,3
305,3,GALLIFORMES,Cracidae,Pauxi,koepckeae,SA,True,1971,Weske Terborgh,1813,Temminck,3,3
306,1,GALLIFORMES,Cracidae,Crax,rubra,MA SA,True,1758,Linnaeus,1758,Linnaeus,1,7
307,2,GALLIFORMES,Cracidae,Crax,alberti,SA,True,1852,Fraser,1758,Linnaeus,6,7
308,3,GALLIFORMES,Cracidae,Crax,daubentoni,SA,True,1867,Gray GR,1758,Linnaeus,7,7
309,4,GALLIFORMES,Cracidae,Crax,alector,SA,True,1766,Linnaeus,1758,Linnaeus,2,7
310,5,GALLIFORMES,Cracidae,Crax,globulosa,SA,True,1825,von Spix,1758,Linnaeus,3,7
311,6,GALLIFORMES,Cracidae,Crax,fasciolata,SA,True,1825,von Spix,1758,Linnaeus,3,7
312,7,GALLIFORMES,Cracidae,Crax,blumenbachii,SA,True,1825,von Spix,1758,Linnaeus,3,7
313,1,GALLIFORMES,Numididae,Agelastes,meleagrides,AF,True,1850,Bonaparte,1850,Bonaparte,1,2
314,2,GALLIFORMES,Numididae,Agelastes,niger,AF,False,1857,Cassin,1850,Bonaparte,2,2
315,1,GALLIFORMES,Numididae,Numida,meleagris,AF,False,1758,Linnaeus,1764,Linnaeus,1,1
316,1,GALLIFORMES,Numididae,Guttera,plumifera,AF,False,1857,Cassin,1832,Wagler,1,2
317,2,GALLIFORMES,Numididae,Guttera,pucherani,AF,False,1861,Hartlaub,1832,Wagler,2,2
318,1,GALLIFORMES,Numididae,Acryllium,vulturinum,AF,False,1834,Hardwicke,1840,Gray GR,1,1
319,1,GALLIFORMES,Odontophoridae,Ptilopachus,petrosus,AF,False,1789,Gmelin JF,1837,Swainson,1,2
320,2,GALLIFORMES,Odontophoridae,Ptilopachus,nahani,AF,False,1905,Dubois AJC,1837,Swainson,2,2
321,1,GALLIFORMES,Odontophoridae,Dendrortyx,barbatus,MA,True,1846,Gould,1844,Gould,3,3
322,2,GALLIFORMES,Odontophoridae,Dendrortyx,macroura,MA,False,1828,Jardine Selby,1844,Gould,1,3
323,3,GALLIFORMES,Odontophoridae,Dendrortyx,leucophrys,MA,False,1844,Gould,1844,Gould,2,3
324,1,GALLIFORMES,Odontophoridae,Oreortyx,pictus,NA MA,False,1829,Douglas,1858,Baird SF,1,1
325,1,GALLIFORMES,Odontophoridae,Callipepla,squamata,NA MA,False,1830,Vigors,1832,Wagler,3,4
326,2,GALLIFORMES,Odontophoridae,Callipepla,douglasii,MA,False,1829,Vigors,1832,Wagler,2,4
327,3,GALLIFORMES,Odontophoridae,Callipepla,californica,NA MA,False,1798,Shaw,1832,Wagler,1,4
328,4,GALLIFORMES,Odontophoridae,Callipepla,gambelii,NA MA,False,1843,Gambel,1832,Wagler,4,4
329,1,GALLIFORMES,Odontophoridae,Philortyx,fasciatus,MA,False,1844,Gould,1846,Gould,1,1
330,1,GALLIFORMES,Odontophoridae,Colinus,virginianus,NA MA,False,1758,Linnaeus,1820,Goldfuss,1,4
331,2,GALLIFORMES,Odontophoridae,Colinus,nigrogularis,MA,False,1843,Gould,1820,Goldfuss,4,4
332,3,GALLIFORMES,Odontophoridae,Colinus,leucopogon,MA,False,1842,Lesson R,1820,Goldfuss,3,4
333,4,GALLIFORMES,Odontophoridae,Colinus,cristatus,MA SA,False,1766,Linnaeus,1820,Goldfuss,2,4
334,1,GALLIFORMES,Odontophoridae,Odontophorus,gujanensis,MA SA,False,1789,Gmelin JF,1816,Vieillot,1,15
335,2,GALLIFORMES,Odontophoridae,Odontophorus,capueira,SA,False,1825,von Spix,1816,Vieillot,2,15
336,3,GALLIFORMES,Odontophoridae,Odontophorus,melanotis,MA,True,1865,Salvin,1816,Vieillot,12,15
337,4,GALLIFORMES,Odontophoridae,Odontophorus,erythrops,SA,True,1859,Gould,1816,Vieillot,10,15
338,5,GALLIFORMES,Odontophoridae,Odontophorus,atrifrons,SA,True,1900,Allen JA,1816,Vieillot,14,15
339,6,GALLIFORMES,Odontophoridae,Odontophorus,hyperythrus,SA,True,1858,Gould,1816,Vieillot,9,15
340,7,GALLIFORMES,Odontophoridae,Odontophorus,melanonotus,SA,True,1861,Gould,1816,Vieillot,11,15
341,8,GALLIFORMES,Odontophoridae,Odontophorus,speciosus,SA,True,1843,Tschudi,1816,Vieillot,4,15
342,9,GALLIFORMES,Odontophoridae,Odontophorus,dialeucos,MA SA,True,1963,Wetmore,1816,Vieillot,15,15
343,10,GALLIFORMES,Odontophoridae,Odontophorus,strophium,SA,False,1844,Gould,1816,Vieillot,6,15
344,11,GALLIFORMES,Odontophoridae,Odontophorus,columbianus,SA,True,1850,Gould,1816,Vieillot,8,15
345,12,GALLIFORMES,Odontophoridae,Odontophorus,leucolaemus,MA,True,1867,Salvin,1816,Vieillot,13,15
346,13,GALLIFORMES,Odontophoridae,Odontophorus,balliviani,SA,True,1846,Gould,1816,Vieillot,7,15
347,14,GALLIFORMES,Odontophoridae,Odontophorus,stellatus,SA,False,1843,Gould,1816,Vieillot,4,15
348,15,GALLIFORMES,Odontophoridae,Odontophorus,guttatus,MA,False,1838,Gould,1816,Vieillot,3,15
349,1,GALLIFORMES,Odontophoridae,Dactylortyx,thoracicus,MA,False,1848,Gambel,1893,Ogilvie-Grant,1,1
350,1,GALLIFORMES,Odontophoridae,Cyrtonyx,montezumae,NA MA,False,1830,Vigors,1844,Gould,1,2
351,2,GALLIFORMES,Odontophoridae,Cyrtonyx,ocellatus,MA,False,1837,Gould,1844,Gould,2,2
352,1,GALLIFORMES,Odontophoridae,Rhynchortyx,cinctus,MA SA,False,1876,Salvin,1893,Ogilvie-Grant,1,1
353,1,GALLIFORMES,Phasianidae,Meleagris,gallopavo,NA MA,True,1758,Linnaeus,1758,Linnaeus,1,2
354,2,GALLIFORMES,Phasianidae,Meleagris,ocellata,MA,True,1820,Cuvier,1758,Linnaeus,2,2
355,1,GALLIFORMES,Phasianidae,Bonasa,umbellus,NA,False,1766,Linnaeus,1819,Stephens,1,1
356,1,GALLIFORMES,Phasianidae,Tetrastes,bonasia,EU,False,1758,Linnaeus,1840,Keyserling Blasius JH,1,2
357,2,GALLIFORMES,Phasianidae,Tetrastes,sewerzowi,EU,True,1876,Przewalski,1840,Keyserling Blasius JH,2,2
358,1,GALLIFORMES,Phasianidae,Falcipennis,falcipennis,EU,False,1855,Hartlaub,1864,Elliot DG,2,2
359,2,GALLIFORMES,Phasianidae,Falcipennis,canadensis,NA,False,1758,Linnaeus,1864,Elliot DG,1,2
360,1,GALLIFORMES,Phasianidae,Tetrao,urogallus,EU,True,1758,Linnaeus,1758,Linnaeus,1,2
361,2,GALLIFORMES,Phasianidae,Tetrao,urogalloides,EU,True,1853,Middendorf,1758,Linnaeus,2,2
362,1,GALLIFORMES,Phasianidae,Lyrurus,tetrix,EU,False,1758,Linnaeus,1832,Swainson,1,2
363,2,GALLIFORMES,Phasianidae,Lyrurus,mlokosiewiczi,EU,False,1875,Taczanowski,1832,Swainson,2,2
364,1,GALLIFORMES,Phasianidae,Centrocercus,urophasianus,NA,False,1827,Bonaparte,1832,Swainson,1,2
365,2,GALLIFORMES,Phasianidae,Centrocercus,minimus,NA,True,2000,Young Braun Oyler-McCance Hupp Quinn,1832,Swainson,2,2
366,1,GALLIFORMES,Phasianidae,Dendragapus,obscurus,NA,False,1822,Say,1864,Elliot DG,1,2
367,2,GALLIFORMES,Phasianidae,Dendragapus,fuliginosus,NA,False,1873,Ridgway,1864,Elliot DG,2,2
368,1,GALLIFORMES,Phasianidae,Tympanuchus,phasianellus,NA,False,1758,Linnaeus,1841,Gloger,1,3
369,2,GALLIFORMES,Phasianidae,Tympanuchus,pallidicinctus,NA,False,1873,Ridgway,1841,Gloger,3,3
370,3,GALLIFORMES,Phasianidae,Tympanuchus,cupido,NA,False,1758,Linnaeus,1841,Gloger,1,3
371,1,GALLIFORMES,Phasianidae,Lagopus,leucura,NA,False,1831,Richardson,1760,Brisson,3,3
372,2,GALLIFORMES,Phasianidae,Lagopus,muta,NA EU,False,1781,Montin,1760,Brisson,2,3
373,3,GALLIFORMES,Phasianidae,Lagopus,lagopus,NA EU,False,1758,Linnaeus,1760,Brisson,1,3
374,1,GALLIFORMES,Phasianidae,Lerwa,lerwa,EU,False,1833,Hodgson,1837,Hodgson,1,1
375,1,GALLIFORMES,Phasianidae,Tetraophasis,obscurus,EU,False,1869,Verreaux J,1871,Elliot DG,1,2
376,2,GALLIFORMES,Phasianidae,Tetraophasis,szechenyii,EU,True,1885,Madarász,1871,Elliot DG,2,2
377,1,GALLIFORMES,Phasianidae,Tetraogallus,caucasicus,EU,False,1811,Pallas,1832,Gray JE,2,5
378,2,GALLIFORMES,Phasianidae,Tetraogallus,caspius,EU,False,1784,Gmelin SG,1832,Gray JE,1,5
379,3,GALLIFORMES,Phasianidae,Tetraogallus,himalayensis,EU,True,1843,Gray GR,1832,Gray JE,4,5
380,4,GALLIFORMES,Phasianidae,Tetraogallus,tibetanus,EU,True,1854,Gould,1832,Gray JE,5,5
381,5,GALLIFORMES,Phasianidae,Tetraogallus,altaicus,EU,False,1836,Gebler,1832,Gray JE,3,5
382,1,GALLIFORMES,Phasianidae,Alectoris,graeca,EU,False,1804,Meisner,1829,Kaup,3,7
383,2,GALLIFORMES,Phasianidae,Alectoris,chukar,EU,False,1830,Gray JE,1829,Kaup,4,7
384,3,GALLIFORMES,Phasianidae,Alectoris,magna,EU,False,1876,Przewalski,1829,Kaup,6,7
385,4,GALLIFORMES,Phasianidae,Alectoris,philbyi,EU,True,1934,Lowe,1829,Kaup,7,7
386,5,GALLIFORMES,Phasianidae,Alectoris,barbara,AF,False,1790,Bonnaterre,1829,Kaup,2,7
387,6,GALLIFORMES,Phasianidae,Alectoris,rufa,EU,False,1758,Linnaeus,1829,Kaup,1,7
388,7,GALLIFORMES,Phasianidae,Alectoris,melanocephala,EU,False,1835,Rüppell,1829,Kaup,5,7
389,1,GALLIFORMES,Phasianidae,Ammoperdix,griseogularis,EU,False,1843,von Brandt JF,1851,Gould,2,2
390,2,GALLIFORMES,Phasianidae,Ammoperdix,heyi,EU AF,False,1825,Temminck,1851,Gould,1,2
391,1,GALLIFORMES,Phasianidae,Francolinus,francolinus,EU OR,False,1766,Linnaeus,1819,Stephens,1,5
392,2,GALLIFORMES,Phasianidae,Francolinus,pictus,OR,False,1828,Jardine Selby,1819,Stephens,5,5
393,3,GALLIFORMES,Phasianidae,Francolinus,pintadeanus,OR,False,1786,Scopoli,1819,Stephens,2,5
394,4,GALLIFORMES,Phasianidae,Francolinus,pondicerianus,EU OR,False,1789,Gmelin JF,1819,Stephens,3,5
395,5,GALLIFORMES,Phasianidae,Francolinus,gularis,OR,False,1815,Temminck,1819,Stephens,4,5
396,1,GALLIFORMES,Phasianidae,Peliperdix,lathami,AF,False,1854,Hartlaub,1856,Bonaparte,2,4
397,2,GALLIFORMES,Phasianidae,Peliperdix,coqui,AF,False,1836,Smith A,1856,Bonaparte,1,4
398,3,GALLIFORMES,Phasianidae,Peliperdix,albogularis,AF,False,1854,Hartlaub,1856,Bonaparte,2,4
399,4,GALLIFORMES,Phasianidae,Peliperdix,schlegelii,AF,False,1863,Heuglin,1856,Bonaparte,4,4
400,1,GALLIFORMES,Phasianidae,Scleroptila,streptophora,AF,False,1891,Ogilvie-Grant,1852,Blyth,7,7
401,2,GALLIFORMES,Phasianidae,Scleroptila,afra,AF,False,1790,Latham,1852,Blyth,1,7
402,3,GALLIFORMES,Phasianidae,Scleroptila,levaillantii,AF,False,1825,Valenciennes,1852,Blyth,2,7
403,4,GALLIFORMES,Phasianidae,Scleroptila,finschi,AF,False,1881,Barboza du Bocage,1852,Blyth,5,7
404,5,GALLIFORMES,Phasianidae,Scleroptila,shelleyi,AF,False,1890,Ogilvie-Grant,1852,Blyth,6,7
405,6,GALLIFORMES,Phasianidae,Scleroptila,psilolaema,AF,False,1867,Gray GR,1852,Blyth,4,7
406,7,GALLIFORMES,Phasianidae,Scleroptila,gutturalis,AF,False,1835,Rüppell,1852,Blyth,3,7
407,1,GALLIFORMES,Phasianidae,Dendroperdix,sephaena,AF,False,1836,Smith A,1922,Roberts,1,1
408,1,GALLIFORMES,Phasianidae,Pternistis,squamatus,AF,False,1857,Cassin,1832,Wagler,10,24
409,2,GALLIFORMES,Phasianidae,Pternistis,ahantensis,AF,False,1854,Temminck,1832,Wagler,9,24
410,3,GALLIFORMES,Phasianidae,Pternistis,griseostriatus,AF,False,1890,Ogilvie-Grant,1832,Wagler,17,24
411,4,GALLIFORMES,Phasianidae,Pternistis,hildebrandti,AF,False,1878,Cabanis,1832,Wagler,14,24
412,5,GALLIFORMES,Phasianidae,Pternistis,bicalcaratus,AF,False,1766,Linnaeus,1832,Wagler,1,24
413,6,GALLIFORMES,Phasianidae,Pternistis,icterorhynchus,AF,False,1863,Heuglin,1832,Wagler,11,24
414,7,GALLIFORMES,Phasianidae,Pternistis,clappertoni,AF,False,1826,Children Vigors,1832,Wagler,4,24
415,8,GALLIFORMES,Phasianidae,Pternistis,harwoodi,AF,False,1899,Blundell Lovat,1832,Wagler,19,24
416,9,GALLIFORMES,Phasianidae,Pternistis,swierstrai,AF,False,1929,Roberts,1832,Wagler,22,24
417,10,GALLIFORMES,Phasianidae,Pternistis,camerunensis,AF,False,1909,Alexander,1832,Wagler,21,24
418,11,GALLIFORMES,Phasianidae,Pternistis,nobilis,AF,False,1908,Reichenow,1832,Wagler,20,24
419,12,GALLIFORMES,Phasianidae,Pternistis,jacksoni,AF,False,1891,Ogilvie-Grant,1832,Wagler,18,24
420,13,GALLIFORMES,Phasianidae,Pternistis,castaneicollis,AF,False,1888,Salvadori,1832,Wagler,16,24
421,14,GALLIFORMES,Phasianidae,Pternistis,atrifrons,AF,False,1930,Conover,1832,Wagler,23,24
422,15,GALLIFORMES,Phasianidae,Pternistis,ochropectus,AF,False,1952,Dorst Jouanin,1832,Wagler,24,24
423,16,GALLIFORMES,Phasianidae,Pternistis,erckelii,AF,False,1835,Rüppell,1832,Wagler,6,24
424,17,GALLIFORMES,Phasianidae,Pternistis,hartlaubi,AF,False,1869,Barboza du Bocage,1832,Wagler,13,24
425,18,GALLIFORMES,Phasianidae,Pternistis,adspersus,AF,False,1838,Waterhouse,1832,Wagler,8,24
426,19,GALLIFORMES,Phasianidae,Pternistis,capensis,AF,False,1789,Gmelin JF,1832,Wagler,3,24
427,20,GALLIFORMES,Phasianidae,Pternistis,natalensis,AF,False,1833,Smith A,1832,Wagler,5,24
428,21,GALLIFORMES,Phasianidae,Pternistis,leucoscepus,AF,False,1867,Gray GR,1832,Wagler,12,24
429,22,GALLIFORMES,Phasianidae,Pternistis,rufopictus,AF,True,1887,Reichenow,1832,Wagler,15,24
430,23,GALLIFORMES,Phasianidae,Pternistis,afer,AF,False,1776,Statius Müller PL,1832,Wagler,2,24
431,24,GALLIFORMES,Phasianidae,Pternistis,swainsonii,AF,False,1836,Smith A,1832,Wagler,7,24
432,1,GALLIFORMES,Phasianidae,Perdix,perdix,EU,False,1758,Linnaeus,1760,Brisson,1,3
433,2,GALLIFORMES,Phasianidae,Perdix,dauurica,EU,False,1811,Pallas,1760,Brisson,2,3
434,3,GALLIFORMES,Phasianidae,Perdix,hodgsoniae,EU,False,1856,Hodgson,1760,Brisson,3,3
435,1,GALLIFORMES,Phasianidae,Rhizothera,longirostris,OR,False,1815,Temminck,1841,Gray GR,1,2
436,2,GALLIFORMES,Phasianidae,Rhizothera,dulitensis,OR,True,1895,Ogilvie-Grant,1841,Gray GR,2,2
437,1,GALLIFORMES,Phasianidae,Margaroperdix,madagarensis,AF,False,1786,Scopoli,1853,Reichenbach,1,1
438,1,GALLIFORMES,Phasianidae,Melanoperdix,niger,OR,False,1829,Vigors,1864,Jerdon,1,1
439,1,GALLIFORMES,Phasianidae,Coturnix,coturnix,AF IO EU,False,1758,Linnaeus,1764,Garsault,1,7
440,2,GALLIFORMES,Phasianidae,Coturnix,japonica,EU,True,1849,Temminck Schlegel,1764,Garsault,7,7
441,3,GALLIFORMES,Phasianidae,Coturnix,coromandelica,OR,False,1789,Gmelin JF,1764,Garsault,2,7
442,4,GALLIFORMES,Phasianidae,Coturnix,delegorguei,AF,True,1847,Delegorgue,1764,Garsault,6,7
443,5,GALLIFORMES,Phasianidae,Coturnix,pectoralis,AU,True,1837,Gould,1764,Garsault,5,7
444,6,GALLIFORMES,Phasianidae,Coturnix,novaezelandiae,AU,True,1832,Quoy Gaimard,1764,Garsault,4,7
445,7,GALLIFORMES,Phasianidae,Coturnix,ypsilophora,AU,True,1792,Bosc,1764,Garsault,3,7
446,1,GALLIFORMES,Phasianidae,Excalfactoria,chinensis,OR AU,False,1766,Linnaeus,1856,Bonaparte,1,2
447,2,GALLIFORMES,Phasianidae,Excalfactoria,adansonii,AF,False,1851,Verreaux J Verreaux E,1856,Bonaparte,2,2
448,1,GALLIFORMES,Phasianidae,Anurophasis,monorthonyx,AU,True,1910,van Oort,1910,van Oort,1,1
449,1,GALLIFORMES,Phasianidae,Perdicula,asiatica,OR,False,1790,Latham,1837,Hodgson,1,4
450,2,GALLIFORMES,Phasianidae,Perdicula,argoondah,OR,False,1832,Sykes,1837,Hodgson,2,4
451,3,GALLIFORMES,Phasianidae,Perdicula,erythrorhyncha,OR,False,1832,Sykes,1837,Hodgson,2,4
452,4,GALLIFORMES,Phasianidae,Perdicula,manipurensis,OR,True,1881,Hume,1837,Hodgson,4,4
453,1,GALLIFORMES,Phasianidae,Ophrysia,superciliosa,OR,False,1846,Gray JE,1856,Bonaparte,1,1
454,1,GALLIFORMES,Phasianidae,Xenoperdix,udzungwensis,AF,True,1994,Dinesen Lehmberg Svendsen Hansen Fjeldså,1994,Dinesen Lehmberg Svendsen Hansen Fjeldså,1,2
455,2,GALLIFORMES,Phasianidae,Xenoperdix,obscuratus,AF,True,2003,Fjeldså Kiure,1994,Dinesen Lehmberg Svendsen Hansen Fjeldså,2,2
456,1,GALLIFORMES,Phasianidae,Arborophila,torqueola,OR,False,1825,Valenciennes,1837,Hodgson,4,21
457,2,GALLIFORMES,Phasianidae,Arborophila,rufogularis,OR,False,1849,Blyth,1837,Hodgson,6,21
458,3,GALLIFORMES,Phasianidae,Arborophila,atrogularis,OR,False,1849,Blyth,1837,Hodgson,6,21
459,4,GALLIFORMES,Phasianidae,Arborophila,crudigularis,OR,False,1864,Swinhoe,1837,Hodgson,10,21
460,5,GALLIFORMES,Phasianidae,Arborophila,mandellii,OR,True,1874,Hume,1837,Hodgson,11,21
461,6,GALLIFORMES,Phasianidae,Arborophila,brunneopectus,OR,False,1855,Blyth,1837,Hodgson,8,21
462,7,GALLIFORMES,Phasianidae,Arborophila,rufipectus,OR,True,1932,Boulton,1837,Hodgson,21,21
463,8,GALLIFORMES,Phasianidae,Arborophila,gingica,OR,False,1789,Gmelin JF,1837,Hodgson,1,21
464,9,GALLIFORMES,Phasianidae,Arborophila,davidi,OR,True,1927,Delacour,1837,Hodgson,18,21
465,10,GALLIFORMES,Phasianidae,Arborophila,cambodiana,OR,True,1928,Delacour Jabouille,1837,Hodgson,19,21
466,11,GALLIFORMES,Phasianidae,Arborophila,diversa,OR,True,1930,Riley,1837,Hodgson,20,21
467,12,GALLIFORMES,Phasianidae,Arborophila,campbelli,OR,False,1904,Robinson,1837,Hodgson,16,21
468,13,GALLIFORMES,Phasianidae,Arborophila,rolli,OR,False,1909,Rothschild,1837,Hodgson,17,21
469,14,GALLIFORMES,Phasianidae,Arborophila,sumatrana,OR,True,1891,Ogilvie-Grant,1837,Hodgson,14,21
